Age,TV
26,0
51,210
29,265
51,90
55,315
58,180
80,670
63,180
15,300
80,120
73,265
62,275
80,425
56,180
52,405
57,358
36,60
85,120
61,180
23,0
28,0
60,300
58,0
59,60
67,170
29,0
63,270
38,15
42,660
50,15
37,0
43,220
21,197
80,0
59,120
33,0
49,105
80,465
28,120
78,193
69,155
40,150
80,300
73,160
51,170
60,536
61,310
68,165
76,230
42,149
39,0
63,0
29,509
52,285
60,580
46,565
40,60
59,0
46,0
15,0
62,120
63,245
85,209
85,165
29,150
40,60
72,461
71,420
16,0
74,150
18,290
15,150
50,0
59,320
62,130
43,95
16,105
80,310
55,263
29,210
27,90
58,330
50,0
85,10
25,363
67,575
48,645
54,90
44,150
39,650
46,120
20,0
28,0
55,10
40,60
63,150
31,210
55,335
43,115
37,220
59,40
55,476
27,185
31,216
60,155
55,125
32,60
58,30
57,265
39,0
15,90
45,0
29,155
54,90
53,450
15,189
51,455
46,35
80,240
33,0
46,150
17,360
80,435
37,90
80,790
31,0
38,0
49,0
26,0
52,120
25,0
38,120
39,0
74,683
23,280
73,265
68,0
32,30
44,285
60,318
50,0
53,0
48,65
34,0
23,60
62,195
56,135
40,447
38,30
53,120
80,180
65,476
24,210
20,60
25,120
71,60
64,105
68,505
53,850
55,0
63,190
50,170
16,60
47,0
70,375
69,30
46,25
23,225
23,60
28,120
64,0
30,180
40,20
33,210
53,140
56,107
30,0
44,30
17,30
49,90
30,0
48,301
45,120
38,420
73,240
67,600
69,120
32,0
54,585
31,0
50,210
36,80
22,0
52,300
73,355
61,0
16,225
56,415
42,15
33,720
34,210
26,160
78,285
59,408
37,0
36,30
61,90
28,120
55,60
16,0
24,0
40,480
47,270
62,150
23,150
39,93
47,62
42,255
76,300
37,0
56,115
38,90
41,0
45,450
69,180
15,270
21,0
18,140
49,0
23,45
34,355
24,70
15,240
43,0
50,18
28,110
31,120
58,0
33,105
61,90
16,0
23,180
54,0
51,435
38,0
40,0
25,0
37,90
23,0
63,0
27,60
67,910
59,285
43,45
38,0
70,231
38,0
25,0
67,155
78,420
52,60
77,120
59,150
40,80
57,360
35,30
61,120
63,385
45,120
52,110
60,0
15,30
22,120
26,30
29,120
77,1251
52,90
28,276
54,180
61,180
71,169
85,210
33,110
32,120
80,510
42,30
29,0
60,755
53,125
69,220
28,125
53,170
33,0
42,0
55,90
47,0
50,540
55,120
32,597
51,553
49,60
56,90
60,0
80,349
38,80
66,165
22,315
77,45
41,0
33,720
58,0
47,0
23,160
26,0
68,140
17,217
66,180
73,574
37,30
46,0
25,388
49,177
75,0
47,200
85,188
71,210
52,240
47,560
59,180
58,105
79,150
66,90
33,80
44,0
19,450
64,100
42,240
76,353
50,100
79,115
70,260
25,0
33,60
73,0
47,120
25,330
48,420
42,0
37,0
23,370
39,0
37,244
46,325
42,40
62,920
72,117
74,0
31,313
80,300
73,485
21,150
80,0
35,100
66,150
85,129
63,0
85,0
23,0
39,0
33,150
69,600
16,0
58,240
27,90
20,240
59,90
58,109
30,90
40,150
35,0
80,608
61,140
59,180
49,210
78,150
37,285
27,60
15,296
18,120
40,0
36,90
61,0
26,120
35,190
41,665
67,750
35,30
55,120
62,0
72,130
65,272
17,65
18,150
69,165
50,135
39,0
35,180
71,105
16,0
76,250
77,314
39,0
69,180
43,208
42,60
50,0
52,308
62,30
80,505
60,360
76,665
24,0
75,0
35,0
22,0
16,500
34,0
27,212
47,264
46,255
75,45
55,690
40,0
68,60
46,0
50,290
63,655
49,310
35,238
36,280
70,0
29,60
23,240
60,120
36,0
48,390
79,45
45,120
25,0
39,150
80,343
47,55
42,90
27,273
27,30
37,80
49,120
32,355
41,0
27,640
52,360
75,517
60,255
42,20
37,330
71,300
23,30
62,690
79,240
63,100
51,180
45,310
42,584
42,235
38,60
60,0
42,0
55,335
44,180
65,800
62,0
46,49
25,0
58,180
80,0
24,30
75,145
38,140
73,510
60,60
38,0
68,230
52,572
65,360
60,0
45,0
74,0
75,121
65,75
23,60
85,0
32,285
37,0
74,870
31,20
42,470
65,180
32,426
47,193
27,755
59,202
77,773
45,180
49,120
39,195
15,0
49,475
52,120
40,198
47,0
73,120
55,30
32,40
33,80
35,210
74,50
31,60
61,390
54,299
77,88
56,260
37,138
29,81
46,180
57,1263
64,60
51,20
47,705
67,115
56,380
37,120
67,180
38,70
36,0
29,290
64,560
32,60
43,55
22,30
19,320
67,120
68,420
16,0
68,150
56,165
36,55
37,411
66,0
58,550
44,95
53,300
62,425
52,0
15,120
67,180
59,0
54,0
39,60
23,118
63,240
47,215
48,280
85,30
76,260
54,280
60,120
43,210
44,0
58,225
33,0
45,90
61,0
36,0
42,0
85,295
53,876
52,60
36,120
62,360
62,360
41,30
69,30
56,0
35,405
46,210
30,180
44,90
79,55
80,35
33,155
30,90
85,170
72,135
27,0
61,300
69,30
37,60
74,435
75,180
44,180
36,245
31,0
65,199
55,10
16,60
34,120
17,90
24,235
79,720
30,60
38,70
57,235
39,878
37,140
54,180
32,0
18,35
58,406
57,210
43,370
39,90
55,87
43,0
35,30
70,30
56,441
58,353
48,0
27,152
39,20
85,390
59,50
36,129
51,30
53,0
38,45
48,74
48,10
51,30
36,0
47,60
68,300
56,0
57,0
64,477
25,60
43,500
64,205
73,180
85,180
31,0
69,700
80,180
64,120
40,150
16,0
63,385
54,275
77,210
70,470
67,180
39,50
60,420
40,45
52,0
62,105
38,0
34,455
45,885
80,290
73,60
16,160
80,345
20,0
80,0
66,495
80,120
42,150
48,71
80,0
31,132
71,180
56,685
68,190
51,0
27,0
71,180
38,300
34,10
62,105
65,60
46,180
59,50
32,0
58,265
42,0
60,120
37,110
73,785
59,110
48,0
15,270
41,10
20,30
73,230
60,170
43,0
69,250
26,90
64,390
61,565
28,90
30,120
63,20
78,323
58,30
36,120
33,10
46,60
40,125
51,30
74,269
15,90
43,440
53,0
71,135
25,220
31,95
49,0
53,520
64,260
65,310
61,430
50,185
63,180
62,120
23,225
37,120
80,0
59,377
48,510
74,340
27,19
76,290
55,170
50,70
27,200
49,90
45,0
21,443
69,660
61,120
69,540
59,280
54,60
60,298
73,205
55,47
29,210
57,90
80,60
33,210
80,0
63,30
37,378
78,117
51,0
48,185
47,170
35,30
80,115
36,322
19,0
53,120
50,175
50,123
79,180
72,125
50,0
31,180
53,240
59,0
48,245
79,430
75,130
26,120
31,60
37,90
56,60
28,70
74,225
53,543
38,610
23,0
59,0
35,0
53,340
85,180
47,240
74,460
48,145
65,150
29,210
73,20
60,120
31,30
39,54
70,380
77,364
54,0
64,0
51,0
72,388
56,75
34,0
68,0
68,115
52,0
79,633
25,210
65,840
67,370
85,0
39,25
57,170
61,471
26,595
72,180
61,120
45,78
16,320
41,699
28,90
75,402
47,0
48,0
33,90
67,200
40,0
45,0
80,0
46,305
29,100
53,195
50,0
32,175
61,180
67,0
69,885
50,0
54,180
41,0
71,390
55,0
60,232
85,339
63,300
50,595
31,85
42,0
36,120
54,17
69,470
20,240
76,0
63,235
47,120
62,53
17,80
72,200
26,360
31,40
33,0
24,125
53,405
66,378
47,740
54,270
37,140
32,160
80,270
15,140
40,95
67,378
73,215
65,180
47,251
68,60
39,170
39,0
27,0
73,390
30,105
44,250
38,0
61,0
66,190
67,800
35,60
69,565
85,0
40,155
80,180
15,30
44,150
80,470
60,197
33,210
53,140
52,30
46,15
59,120
40,0
76,361
85,575
36,30
65,492
80,405
60,100
63,0
51,0
35,287
60,130
68,120
77,238
15,30
55,0
67,115
22,556
32,180
57,190
15,0
17,30
62,0
17,175
74,810
37,0
50,95
58,300
41,40
23,0
45,205
49,440
58,0
72,475
52,80
52,0
24,75
46,342
59,120
44,129
58,75
25,0
55,705
65,290
37,458
30,0
18,0
34,120
61,130
33,0
30,165
48,30
60,235
38,448
42,540
66,425
73,420
28,90
51,150
37,0
19,280
25,62
31,120
31,0
79,120
80,408
60,143
32,300
35,549
37,120
69,844
63,180
68,228
59,70
46,420
43,597
33,212
38,280
40,0
62,170
53,240
24,0
30,60
33,330
68,180
30,390
72,0
71,314
34,240
21,300
28,15
71,356
43,300
36,15
49,120
57,200
35,279
74,560
41,90
43,50
24,150
61,865
57,175
47,60
67,120
80,305
35,180
85,115
59,410
71,355
51,0
54,70
61,120
44,100
16,60
37,120
58,600
50,90
42,90
27,450
33,0
42,0
39,395
36,0
79,480
26,0
17,120
69,300
48,45
55,100
42,0
72,610
85,90
55,360
36,0
73,470
17,270
66,423
44,0
38,240
55,15
80,330
42,390
51,90
26,290
64,530
25,240
62,60
62,65
70,280
32,0
43,0
20,85
64,635
52,165
23,195
47,90
85,105
65,360
60,0
54,210
37,60
51,240
71,210
38,295
35,100
58,222
40,30
53,0
73,0
33,248
17,175
33,0
43,60
65,572
77,210
57,210
36,125
43,120
66,30
62,600
50,60
32,350
74,275
37,60
43,60
60,90
75,120
53,0
37,0
51,252
27,0
34,0
72,370
29,90
70,240
72,148
27,30
85,123
72,383
34,60
39,185
77,360
44,155
72,50
52,0
62,90
71,330
32,205
73,245
47,90
20,300
29,120
44,420
47,70
46,360
69,240
32,90
43,230
71,285
51,499
44,235
51,110
16,60
85,130
60,945
16,120
57,240
35,90
45,115
17,510
51,246
49,0
75,320
22,190
50,60
69,150
15,120
53,120
56,163
74,580
66,230
72,120
28,185
31,130
27,171
51,0
36,90
15,0
54,60
53,405
26,0
37,165
55,30
80,588
46,60
73,500
38,0
24,90
19,0
54,435
21,0
48,159
33,0
60,590
47,255
69,480
79,130
79,95
16,394
78,242
25,510
50,120
54,240
52,35
67,180
48,320
37,100
46,370
25,810
44,0
54,240
61,608
54,255
44,30
31,90
85,810
71,270
85,320
56,0
47,178
67,791
47,0
58,150
70,409
85,290
52,575
56,0
34,300
15,240
70,540
59,180
85,120
66,195
61,60
28,85
41,0
69,150
60,180
41,60
29,150
39,96
59,510
38,188
59,115
20,15
42,0
27,0
29,90
28,0
25,0
61,60
62,15
39,712
51,217
40,45
50,380
50,360
58,148
72,0
20,180
43,620
20,425
46,0
41,220
66,335
57,180
29,30
26,280
76,580
64,295
62,120
79,140
68,210
30,240
65,570
85,315
80,245
53,165
78,290
39,219
69,695
85,320
74,180
48,233
58,0
69,694
23,60
55,794
32,400
41,95
58,120
37,90
30,60
59,30
17,280
19,60
67,435
31,0
55,0
68,240
85,30
67,280
85,170
18,150
68,120
77,480
51,459
80,460
61,30
85,465
71,0
17,285
74,714
17,150
38,0
30,180
39,135
71,172
44,390
30,30
69,165
38,103
47,120
80,375
45,225
22,180
36,30
32,261
53,420
80,210
40,255
44,0
65,0
27,137
50,98
42,0
33,470
48,197
21,510
31,105
54,30
73,90
59,30
53,0
27,35
35,0
69,195
30,32
28,180
24,180
16,100
45,45
41,305
18,135
25,0
57,710
48,15
78,284
76,570
62,75
32,20
33,90
48,70
80,340
30,380
43,105
71,585
22,0
39,0
37,85
44,120
36,270
45,320
45,300
63,20
36,240
77,247
52,0
71,750
56,0
58,320
85,0
65,115
26,420
15,0
39,180
71,614
69,90
57,0
66,105
25,0
71,460
75,275
54,125
36,150
63,0
57,300
67,150
17,0
56,30
40,120
46,140
30,90
80,310
44,450
30,60
80,604
63,285
85,288
20,105
58,115
28,0
36,290
17,0
68,90
32,0
22,0
69,860
30,60
61,225
36,30
29,130
75,175
27,0
62,432
37,60
68,120
25,0
63,391
50,90
30,25
68,163
36,20
72,270
39,120
48,135
25,0
26,0
66,240
40,60
57,105
59,60
59,0
31,120
43,85
31,200
31,240
20,0
67,80
27,385
78,60
74,480
51,252
38,45
39,60
47,0
48,80
59,120
65,0
39,60
31,70
42,60
64,265
50,90
85,320
42,168
53,165
24,320
48,0
46,0
30,391
74,215
61,360
63,629
61,258
59,115
73,440
20,210
63,240
35,149
61,270
28,570
49,120
21,45
43,315
32,55
31,180
29,195
68,180
38,0
22,230
45,175
66,435
62,0
77,490
58,180
75,240
58,233
63,390
74,570
42,0
54,375
49,0
27,215
73,840
78,215
43,0
60,290
61,215
26,140
62,180
71,125
36,150
80,65
79,235
51,30
65,670
56,0
51,137
44,435
41,175
85,130
79,197
30,424
63,916
67,330
64,90
48,360
35,400
39,60
63,305
34,120
49,560
68,200
67,240
46,375
66,105
80,210
44,142
15,0
63,120
40,380
36,0
67,0
60,30
80,0
35,120
50,205
74,150
69,0
58,195
85,170
85,533
33,45
48,60
72,373
59,115
66,240
61,120
57,300
68,90
80,720
43,0
47,180
43,45
66,30
40,20
44,0
59,490
30,0
75,114
53,170
65,175
78,530
29,0
57,90
28,145
56,120
57,48
52,499
85,105
15,180
34,30
66,200
85,240
45,150
61,140
73,797
54,219
85,105
35,0
67,30
38,0
66,120
32,0
68,30
80,0
79,105
32,80
36,375
66,258
85,120
51,342
46,135
77,300
37,245
67,0
74,240
61,540
67,60
55,50
62,125
45,0
25,0
30,315
63,330
65,465
72,445
63,590
52,60
38,380
60,165
27,83
64,20
45,0
39,103
35,60
43,20
47,120
43,165
15,120
49,500
47,0
69,590
57,120
58,420
85,600
46,240
31,60
28,680
27,360
48,60
26,180
39,0
69,20
15,0
39,0
58,0
34,44
24,180
49,130
66,720
35,90
56,120
80,0
45,60
28,90
52,0
27,0
67,122
41,235
29,30
80,390
59,455
54,90
79,155
31,130
80,630
63,30
70,422
61,404
42,60
54,510
35,45
46,0
53,0
34,120
50,140
27,0
57,75
49,510
73,285
43,0
58,35
42,220
31,0
68,220
64,0
85,180
62,45
17,0
85,510
78,0
30,0
50,0
34,0
33,110
36,4
49,0
36,0
61,900
15,465
56,0
41,175
16,420
46,0
26,60
79,0
28,90
70,120
16,0
30,473
32,150
37,150
57,20
45,150
62,675
15,47
17,0
79,480
53,60
59,90
64,60
61,135
76,210
34,0
78,180
57,255
48,30
56,170
48,120
41,0
73,375
62,290
56,210
71,360
27,255
27,200
52,120
23,210
51,120
64,220
55,0
80,240
32,870
16,20
85,355
54,230
66,280
63,410
57,230
57,180
67,695
32,0
74,397
25,165
51,0
85,672
49,0
71,76
73,525
52,165
61,315
61,328
62,150
23,110
57,0
24,220
58,375
85,180
67,628
41,165
39,250
74,150
37,0
38,0
77,210
69,0
27,120
18,470
17,44
68,0
64,200
75,400
53,110
80,170
69,120
70,855
18,0
34,165
74,285
61,0
47,315
66,195
71,426
64,102
56,190
75,592
55,270
53,14
65,0
27,515
68,850
57,423
35,0
67,60
65,180
50,60
58,330
41,120
40,30
57,90
63,440
16,445
79,279
33,30
55,210
44,0
72,440
53,60
60,420
36,370
34,130
28,330
23,60
48,0
61,570
46,70
48,275
31,0
28,0
22,0
39,15
78,120
47,170
17,0
45,30
62,0
26,152
47,187
37,505
55,0
70,640
36,300
80,460
57,585
36,120
71,180
48,240
76,225
37,30
35,60
35,740
59,365
40,240
51,210
60,170
62,864
73,245
42,160
32,60
55,120
66,0
58,330
43,491
51,0
32,70
29,40
35,300
29,240
63,125
38,0
40,0
35,475
34,60
48,645
54,450
27,0
67,240
34,105
21,30
61,405
30,60
37,125
30,150
37,45
79,30
26,310
35,215
41,30
25,0
61,300
65,1041
26,240
22,225
15,0
63,390
60,20
30,0
61,0
46,240
30,0
61,15
44,0
68,261
29,315
17,120
35,90
73,300
25,285
40,4
49,150
16,0
37,270
27,300
20,0
36,0
27,300
48,130
17,140
70,0
20,300
48,155
27,180
74,120
17,0
18,60
41,120
25,30
47,30
85,60
51,90
44,150
42,315
51,30
33,127
56,45
38,30
73,360
66,33
29,80
32,0
45,0
61,460
26,60
73,420
25,179
16,565
78,630
45,0
46,120
27,90
42,0
17,20
35,140
30,60
18,0
57,675
46,30
40,90
47,0
64,530
55,225
37,265
67,330
32,0
85,190
57,50
68,374
38,0
47,0
50,0
63,60
35,570
33,60
30,0
75,210
30,30
30,107
15,45
51,10
80,0
36,442
68,60
27,0
35,90
34,60
38,25
42,180
29,100
34,200
66,300
67,425
27,180
16,65
63,210
17,10
57,405
71,658
71,50
79,630
61,457
30,0
63,385
53,130
69,495
28,0
26,0
20,205
35,240
42,163
37,90
27,60
71,155
51,75
67,510
20,0
67,565
42,210
38,75
32,0
47,88
30,180
26,210
31,150
47,45
80,515
43,25
43,0
62,760
85,245
65,150
66,120
45,0
85,285
38,301
20,50
29,0
23,273
72,190
27,130
45,110
47,0
61,490
74,450
68,365
30,0
80,30
60,155
63,150
67,150
76,495
32,590
39,0
35,45
29,120
15,5
80,150
16,270
59,180
50,90
50,0
45,120
24,405
16,0
80,450
15,0
53,0
37,150
53,90
35,0
70,570
67,225
71,840
40,468
34,360
48,0
69,110
54,560
16,60
50,0
45,215
53,255
48,120
42,120
43,325
26,60
58,343
70,0
49,120
45,240
36,90
45,325
16,0
37,190
58,427
57,110
66,167
32,60
36,180
54,210
33,135
32,30
64,651
56,60
73,123
26,115
60,540
33,0
45,0
75,185
58,180
63,125
42,180
41,60
25,327
61,750
80,20
43,30
27,0
30,0
76,405
74,60
69,455
25,190
41,60
33,0
52,60
69,370
69,501
30,0
27,165
53,0
33,180
78,625
76,385
38,50
29,0
45,297
39,240
60,120
44,55
78,60
63,0
21,0
53,212
50,120
46,345
34,0
64,69
68,330
85,420
66,508
21,60
15,60
59,225
65,0
40,60
58,0
41,0
52,335
34,0
23,325
39,40
67,0
24,355
26,210
21,184
52,130
69,490
42,180
51,180
23,480
18,0
59,140
68,735
40,60
70,270
39,125
49,0
64,239
22,110
22,50
71,330
34,225
45,185
43,60
37,180
36,0
52,510
74,450
69,720
59,291
57,590
55,160
68,245
56,150
57,0
23,334
73,170
40,60
17,120
27,250
85,450
69,0
73,155
37,285
57,160
62,0
70,135
38,285
56,180
39,60
34,120
52,430
72,435
28,460
52,120
85,330
15,105
42,40
29,45
79,225
38,80
75,90
26,120
74,440
36,0
27,90
66,0
42,310
49,190
39,323
68,100
71,140
24,150
25,0
49,620
50,120
21,160
60,80
45,0
45,210
31,0
66,295
42,485
45,770
61,330
61,0
42,90
51,400
43,171
63,160
33,0
80,210
68,240
72,260
59,60
57,330
37,383
27,40
70,224
43,180
39,45
39,133
50,20
46,5
43,0
23,120
16,0
46,90
67,480
45,0
34,0
46,40
57,90
62,0
20,296
34,60
46,60
50,0
44,120
65,240
78,45
17,0
85,0
62,235
78,40
43,0
23,0
18,0
35,74
64,310
68,0
22,75
61,180
64,240
44,0
49,270
62,0
80,315
48,60
75,242
54,60
56,120
43,150
77,0
48,210
85,0
45,20
55,0
66,0
55,0
16,60
31,320
68,275
26,210
80,494
49,120
27,190
41,50
37,99
24,135
72,490
39,283
80,140
52,375
24,500
45,0
30,0
32,60
26,130
31,339
63,240
80,370
65,225
74,210
56,115
16,60
85,380
56,210
65,45
20,73
39,225
34,120
77,369
60,90
72,180
25,150
65,260
62,0
36,150
55,30
30,60
52,220
32,0
60,325
74,355
67,0
44,60
30,190
26,120
62,0
20,30
67,510
47,150
60,580
75,0
47,120
39,180
42,0
22,163
27,245
66,60
66,60
75,420
40,0
20,45
73,835
41,0
72,261
61,44
57,120
15,90
78,565
49,110
44,0
40,0
36,90
34,90
24,555
35,0
28,480
27,180
65,240
39,180
80,320
63,287
52,680
69,185
74,333
56,840
32,0
26,60
37,55
59,365
60,180
48,90
47,143
18,300
60,282
43,110
16,240
85,215
66,325
57,75
40,240
30,0
79,0
63,315
68,60
18,30
41,0
56,1392
31,60
31,210
68,653
23,0
60,995
43,150
28,15
43,180
29,590
46,20
70,0
58,0
43,270
28,90
17,0
44,130
56,0
29,90
65,365
44,60
28,0
45,45
63,360
54,30
42,0
64,133
67,143
80,60
62,165
69,90
50,175
63,60
26,53
40,293
66,44
17,157
24,240
29,30
18,165
15,160
28,480
72,293
37,0
48,184
42,40
37,0
34,165
38,60
52,82
59,105
69,400
72,0
40,305
71,60
73,305
64,295
32,180
69,0
30,480
43,165
80,60
44,60
25,25
58,225
54,180
67,180
36,505
20,217
27,100
18,70
51,0
85,360
62,60
32,152
49,487
48,180
55,540
39,0
71,270
48,150
56,24
30,15
61,210
46,320
64,547
31,190
39,0
45,0
68,301
64,265
64,360
26,0
17,0
73,0
85,695
80,420
42,75
71,590
70,270
73,120
40,120
41,0
41,0
19,0
19,0
55,140
52,720
85,285
52,130
49,0
35,0
79,200
48,0
55,290
30,240
73,210
51,63
70,0
60,285
80,150
22,0
40,320
71,60
75,90
56,40
73,322
59,60
38,0
71,210
51,120
54,90
44,60
55,120
43,25
35,60
16,90
59,45
42,60
43,150
67,302
47,350
75,210
53,0
25,390
59,628
65,255
37,280
44,0
68,0
43,120
69,188
16,222
44,35
30,245
76,90
43,30
69,180
66,240
61,165
85,360
60,828
24,180
62,360
33,295
28,0
58,120
26,0
80,390
45,262
65,410
29,120
53,300
44,0
26,150
45,150
16,270
38,0
45,150
85,758
34,85
79,216
66,480
32,175
39,80
47,406
38,300
85,165
24,165
65,420
70,435
69,120
64,171
68,500
66,815
54,140
68,240
48,387
61,228
51,210
31,0
44,417
54,457
61,120
63,240
75,360
41,0
39,45
69,520
71,260
59,0
85,60
64,155
63,115
69,298
49,144
31,240
44,245
40,340
79,120
43,255
35,0
39,45
48,0
32,347
55,180
58,165
39,90
70,220
32,536
80,840
33,30
80,430
49,240
75,240
77,574
56,30
56,150
67,180
69,285
75,120
28,15
39,30
18,30
45,205
80,210
58,162
63,330
58,115
62,15
34,180
36,0
40,30
35,0
63,180
23,240
49,145
33,120
38,0
22,120
17,630
65,114
43,0
33,0
50,142
58,60
39,120
38,110
38,60
43,225
49,150
17,210
16,88
59,88
17,210
69,210
77,46
20,0
27,0
23,30
31,57
24,120
47,0
77,215
64,90
52,0
52,155
38,105
46,0
38,0
36,506
57,0
78,860
34,185
32,545
56,135
48,0
19,60
62,180
17,0
37,215
36,70
57,68
17,0
49,60
39,120
52,60
55,243
35,455
33,0
21,121
43,90
15,165
54,10
37,45
32,120
80,1020
27,120
49,660
35,55
52,0
48,90
35,150
32,30
23,300
30,0
66,0
46,580
26,284
55,600
63,900
57,685
26,546
64,0
40,105
37,234
67,655
77,0
36,120
62,465
59,760
41,300
54,0
68,180
26,0
35,53
32,210
60,120
78,540
63,206
31,65
37,570
32,80
69,288
38,720
43,0
40,195
35,80
38,0
32,60
24,0
25,0
44,150
73,0
45,240
49,195
38,0
31,150
66,465
54,524
37,440
42,134
51,80
80,0
64,1294
28,0
57,420
29,180
34,390
31,0
75,60
66,170
23,45
61,0
67,0
44,120
50,315
40,90
29,105
15,290
74,150
74,120
52,60
54,0
30,140
71,735
31,0
85,310
45,990
48,0
60,160
63,60
28,90
15,55
79,150
71,360
54,795
51,240
40,0
42,0
45,0
75,500
41,90
16,0
42,200
66,905
45,60
63,450
46,470
40,90
47,75
33,45
58,245
29,0
37,60
69,390
71,585
54,90
57,0
36,296
43,60
56,910
80,460
34,315
79,125
73,60
50,180
66,789
68,224
60,310
71,215
49,30
38,330
76,120
33,394
43,0
53,260
54,90
32,404
63,240
16,55
16,0
28,15
80,483
47,180
67,120
65,60
56,105
46,45
68,120
68,0
40,0
44,355
45,0
64,0
67,578
78,250
68,455
76,0
28,0
33,30
51,215
53,190
35,457
49,401
30,275
17,134
47,530
44,0
42,100
58,390
64,60
46,30
64,205
29,0
68,220
24,0
85,130
80,125
47,60
25,230
29,60
32,190
61,85
30,0
48,235
52,75
80,120
78,180
46,180
51,0
48,0
70,35
17,285
80,195
40,0
26,180
29,0
17,160
51,250
40,90
61,165
35,125
64,353
44,90
16,0
60,110
80,30
59,270
59,223
65,370
78,120
66,440
85,485
30,230
76,465
29,0
39,120
57,580
52,240
40,0
45,270
25,157
21,260
65,90
40,15
36,0
76,780
80,180
34,60
26,510
61,0
19,0
38,150
16,180
17,45
38,285
34,20
35,120
64,60
44,60
78,600
61,85
51,180
69,624
64,90
36,0
37,180
58,120
53,270
45,90
68,0
53,125
57,505
53,120
38,180
80,630
54,120
51,0
56,0
53,235
77,255
63,160
16,120
71,620
73,120
64,300
52,320
64,180
33,0
31,855
15,135
17,0
48,0
44,20
61,0
29,270
71,415
53,405
40,0
34,240
60,165
30,0
25,30
25,360
30,180
31,80
67,380
51,285
38,50
56,0
85,180
35,0
64,258
80,585
59,250
80,240
45,420
55,180
52,335
32,55
69,995
74,83
85,465
59,164
69,210
74,285
67,120
66,240
36,90
64,313
29,180
42,90
45,0
41,180
75,525
62,300
16,60
38,150
34,0
30,120
57,0
42,330
67,600
62,373
36,120
70,90
54,60
42,0
71,687
64,0
39,403
85,60
77,240
60,330
57,254
66,90
27,0
22,280
48,0
47,30
60,295
16,150
51,105
64,98
45,50
65,910
46,0
51,60
51,75
37,0
67,475
42,60
35,120
15,210
71,0
29,60
60,240
38,180
59,195
37,45
22,60
57,0
63,120
36,20
57,180
40,100
73,35
78,420
60,180
34,30
85,590
52,465
64,925
80,0
79,260
20,120
77,0
17,80
52,0
69,212
60,90
36,505
70,145
40,0
62,240
58,220
61,240
32,90
29,250
28,270
80,90
61,355
63,180
58,280
38,130
35,120
53,25
35,170
35,120
30,0
72,390
34,0
37,120
47,0
54,0
71,200
67,375
72,240
59,338
53,370
69,71
73,160
42,300
79,404
53,120
24,0
45,0
29,120
43,380
43,600
25,90
28,265
47,0
18,0
22,384
31,75
85,435
48,120
30,30
65,340
35,120
17,0
54,829
39,255
48,0
34,120
37,90
49,158
55,105
52,0
50,0
71,460
85,315
15,0
27,75
42,60
37,120
39,450
64,90
65,180
61,0
80,343
58,520
52,404
59,60
85,285
46,120
53,0
52,0
85,240
46,120
32,110
78,340
68,60
75,0
53,0
26,405
60,536
61,210
31,238
45,100
79,120
33,0
53,60
26,85
26,0
74,160
29,390
65,729
67,0
44,135
80,145
42,0
41,530
31,120
27,315
19,0
80,0
32,0
67,120
33,47
43,90
67,585
67,390
55,0
55,210
67,430
22,0
25,17
44,103
66,200
42,30
63,180
31,480
76,210
33,235
68,345
54,120
76,514
42,0
48,90
48,317
69,120
85,264
62,300
38,60
45,90
63,60
69,439
56,200
47,120
34,0
72,650
60,120
30,30
36,0
38,90
18,0
53,60
85,450
34,125
49,422
75,288
75,0
63,450
34,195
37,330
44,180
31,180
59,0
41,300
45,90
40,60
48,0
24,150
59,902
59,195
39,240
25,120
80,245
42,30
37,120
55,55
35,45
59,0
43,210
22,120
56,360
24,79
80,0
74,550
26,40
52,270
30,35
57,445
27,0
36,120
28,60
37,180
55,120
23,0
57,0
85,210
60,120
80,428
85,75
31,0
78,350
45,380
55,120
64,90
61,35
44,660
48,0
46,0
39,75
42,450
38,120
15,0
49,0
26,80
30,120
24,240
38,249
60,0
47,180
58,120
39,0
15,90
71,0
67,517
56,170
41,120
46,0
55,320
42,180
56,0
33,90
27,0
31,70
51,0
24,90
72,105
36,104
75,330
54,610
32,0
33,209
67,300
67,120
66,300
66,180
36,30
55,425
44,105
67,765
67,515
69,60
16,150
48,75
70,185
63,0
60,530
47,120
74,71
22,195
18,0
37,295
56,120
77,213
72,120
74,0
69,635
59,60
68,0
72,390
24,21
85,300
57,260
68,368
37,0
47,180
55,457
52,135
80,150
22,315
62,220
72,87
62,135
31,120
45,0
33,300
72,330
17,80
40,98
80,415
75,165
60,30
52,405
69,0
28,20
80,799
16,120
34,14
28,230
15,0
46,120
85,240
60,0
44,240
49,130
63,290
70,170
44,0
17,248
79,60
61,0
50,90
64,120
22,480
46,120
52,105
47,120
63,0
50,60
85,345
38,60
64,154
58,0
51,330
73,405
33,225
59,89
85,690
22,90
42,145
46,0
66,243
74,405
51,180
64,60
29,60
75,120
56,120
68,180
52,165
73,223
38,120
85,385
17,45
62,0
41,170
73,485
44,478
34,0
59,0
55,78
63,145
20,825
43,444
26,245
57,150
60,140
53,225
51,181
71,300
15,80
64,337
75,0
69,0
66,450
66,335
69,235
40,120
70,365
56,120
65,333
64,122
29,90
58,130
68,180
69,235
65,263
45,280
40,120
80,165
59,505
40,300
73,385
85,254
32,75
66,265
59,0
32,0
43,0
56,190
45,30
62,210
16,165
28,90
39,399
